Year,District,DistLocale,Total_ProficientPct,EconDisadv_ProficientPct,NotEconDisadv_ProficientPct,Female_ProficientPct,Male_ProficientPct,AIAN_ProficientPct,Asian_ProficientPct,Black_ProficientPct,Filipino_ProficientPct,Hisp_ProficientPct,NHPI_ProficientPct,TwoOrMore_ProficientPct,White_ProficientPct,Total_ProficientCount,EconDisadv_ProficientCount,NotEconDisadv_ProficientCount,Female_ProficientCount,Male_ProficientCount,AIAN_ProficientCount,Asian_ProficientCount,Black_ProficientCount,Filipino_ProficientCount,Hisp_ProficientCount,NHPI_ProficientCount,TwoOrMore_ProficientCount,White_ProficientCount,Total_Count,EconDisadv_Count,NotEconDisadv_Count,Female_Count,Male_Count,AIAN_Count,Asian_Count,Black_Count,Filipino_Count,Hisp_Count,NHPI_Count,TwoOrMore_Count,White_Count,Total_ProficientPct_missing,EconDisadv_ProficientPct_missing,NotEconDisadv_ProficientPct_missing,Female_ProficientPct_missing,Male_ProficientPct_missing,AIAN_ProficientPct_missing,Asian_ProficientPct_missing,Black_ProficientPct_missing,Filipino_ProficientPct_missing,Hisp_ProficientPct_missing,NHPI_ProficientPct_missing,TwoOrMore_ProficientPct_missing,White_ProficientPct_missing,Total_ProficientCount_missing,EconDisadv_ProficientCount_missing,NotEconDisadv_ProficientCount_missing,Female_ProficientCount_missing,Male_ProficientCount_missing,AIAN_ProficientCount_missing,Asian_ProficientCount_missing,Black_ProficientCount_missing,Filipino_ProficientCount_missing,Hisp_ProficientCount_missing,NHPI_ProficientCount_missing,TwoOrMore_ProficientCount_missing,White_ProficientCount_missing,Total_Count_missing,EconDisadv_Count_missing,NotEconDisadv_Count_missing,Female_Count_missing,Male_Count_missing,AIAN_Count_missing,Asian_Count_missing,Black_Count_missing,Filipino_Count_missing,Hisp_Count_missing,NHPI_Count_missing,TwoOrMore_Count_missing,White_Count_missing,Total_ProficientPct_lag1,Total_ProficientPct_lag2,Total_ProficientPct_lag3,Total_ProficientPct_lag4
2016,culver city unified,"Suburb, large",0.57,0.29,0.7,0.59,0.55,,0.88,0.31,,0.37,,0.93,0.79,279.0,46.0,236.0,138.0,143.0,0.0,51.0,17.0,0.0,77.0,0.0,38.0,92.0,489.0,153.0,336.0,234.0,255.0,1.0,58.0,56.0,5.0,209.0,2.0,41.0,117.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,,,
2017,culver city unified,"Suburb, large",0.6535,0.4907,0.7352,0.6813,0.6234,,0.8868,0.44,,0.5377,,0.7708,0.7717,315.0,79.0,236.0,171.0,144.0,,47.0,22.0,0.0,107.0,,37.0,98.0,482.0,161.0,321.0,251.0,231.0,,53.0,50.0,0.0,199.0,,48.0,127.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.57,0.52,,
2018,culver city unified,"Suburb, large",0.6793,0.4278,0.8199,0.6975,0.6629,,0.9565,0.5532,,0.5112,,0.8654,0.8347,341.0,77.0,264.0,166.0,175.0,0.0,44.0,26.0,0.0,114.0,0.0,45.0,101.0,502.0,180.0,322.0,238.0,264.0,0.0,46.0,47.0,0.0,223.0,0.0,52.0,121.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6535,0.57,0.52,
2019,culver city unified,"Suburb, large",0.712,0.5375,0.7941,0.7102,0.7137,,0.8462,0.5532,,0.599,,0.8387,0.8125,356.0,86.0,270.0,174.0,182.0,,44.0,26.0,0.0,115.0,0.0,52.0,117.0,500.0,160.0,340.0,245.0,255.0,,52.0,47.0,0.0,192.0,0.0,62.0,144.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6793,0.6535,0.57,0.52
2015,cupertino union,"City, small",0.83,0.3,0.86,0.83,0.84,,0.9,0.36,0.65,0.36,,0.81,0.71,1818.0,34.0,1808.0,899.0,930.0,0.0,1447.0,8.0,17.0,38.0,,54.0,251.0,2190.0,112.0,2078.0,1083.0,1107.0,4.0,1607.0,22.0,26.0,106.0,,68.0,353.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,cupertino union,"City, small",0.88,0.48,0.9,0.87,0.88,,0.94,0.4,0.73,0.4,,0.84,0.81,1771.0,48.0,1704.0,832.0,941.0,,1367.0,6.0,11.0,42.0,0.0,56.0,243.0,2013.0,98.0,1915.0,956.0,1057.0,,1470.0,15.0,15.0,104.0,5.0,67.0,304.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.83,,,
2017,cupertino union,"City, small",0.8572,0.4138,0.8702,0.8382,0.8744,,0.9212,,0.7,0.3302,,0.7761,0.7649,1742.0,24.0,1718.0,809.0,934.0,0.0,1392.0,0.0,14.0,35.0,0.0,52.0,231.0,2033.0,58.0,1975.0,965.0,1068.0,0.0,1512.0,0.0,20.0,106.0,0.0,67.0,302.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.83,,
2018,cupertino union,"City, small",0.8636,0.4741,0.8879,0.8499,0.8767,,0.9152,0.6364,,0.4333,,0.8,0.7852,1704.0,55.0,1649.0,822.0,883.0,0.0,1350.0,7.0,0.0,39.0,0.0,81.0,212.0,1974.0,117.0,1857.0,967.0,1007.0,0.0,1475.0,11.0,0.0,90.0,0.0,101.0,270.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8572,0.88,0.83,
2019,cupertino union,"City, small",0.8709,0.5208,0.8912,0.8468,0.8933,,0.9209,,,0.36,,0.8713,0.78,1525.0,50.0,1475.0,713.0,812.0,0.0,1187.0,0.0,0.0,27.0,0.0,88.0,195.0,1751.0,96.0,1655.0,842.0,909.0,0.0,1289.0,7.0,6.0,75.0,4.0,101.0,250.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8636,0.8572,0.88,0.83
2015,curtis creek elementary,"Rural, fringe",0.16,0.04,0.32,0.1,0.22,,,,,0.09,,,0.2,7.0,1.0,6.0,2.0,5.0,,,,,1.0,,0.0,6.0,45.0,26.0,19.0,22.0,23.0,,,,,11.0,,1.0,31.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,,,,
2016,curtis creek elementary,"Rural, fringe",0.32,0.17,0.55,0.27,0.36,,,,,,,,0.37,16.0,5.0,11.0,6.0,10.0,0.0,,,,0.0,,0.0,14.0,50.0,30.0,20.0,22.0,28.0,1.0,,,,9.0,,1.0,38.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.16,,,
2017,curtis creek elementary,"Rural, fringe",0.3148,0.2424,0.4286,0.3333,0.3,,,,,,,,0.2791,17.0,8.0,9.0,8.0,9.0,0.0,,0.0,,0.0,,0.0,12.0,54.0,33.0,21.0,24.0,30.0,0.0,,0.0,,0.0,,0.0,43.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.32,0.16,,
2018,curtis creek elementary,"Rural, fringe",0.5,0.5417,0.4444,0.35,0.6364,,,,,,,,0.5517,21.0,13.0,8.0,7.0,14.0,,0.0,,,0.0,,0.0,16.0,42.0,24.0,18.0,20.0,22.0,,0.0,,,0.0,,0.0,29.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.3148,0.32,0.16,
2019,curtis creek elementary,"Rural, fringe",0.34,0.2692,0.4167,0.2632,0.3871,,,,,,,,0.35,17.0,7.0,10.0,5.0,12.0,,0.0,,,0.0,,0.0,14.0,50.0,26.0,24.0,19.0,31.0,,0.0,,,8.0,,0.0,40.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.5,0.3148,0.32,0.16
2015,cutten elementary,"Town, remote",0.31,0.22,0.39,0.19,0.41,,,,,,,0.25,0.27,25.0,8.0,17.0,7.0,18.0,0.0,0.0,,0.0,0.0,,3.0,13.0,81.0,37.0,44.0,37.0,44.0,6.0,4.0,,1.0,9.0,,12.0,49.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,
2016,cutten elementary,"Town, remote",0.43,0.29,0.53,0.38,0.5,,,,,0.13,,,0.54,34.0,10.0,24.0,18.0,16.0,0.0,0.0,,0.0,2.0,,0.0,25.0,79.0,34.0,45.0,47.0,32.0,9.0,5.0,,1.0,16.0,,2.0,46.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.31,,,
2017,cutten elementary,"Town, remote",0.407,0.3095,0.5,0.4324,0.3878,,,,,0.2778,,,0.4898,35.0,13.0,22.0,16.0,19.0,0.0,0.0,0.0,,5.0,,0.0,24.0,86.0,42.0,44.0,37.0,49.0,0.0,0.0,0.0,,18.0,,0.0,49.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.43,0.31,,
2018,cutten elementary,"Town, remote",0.4177,0.2703,0.5476,0.3659,0.4737,,,,,0.3571,,,0.5102,33.0,10.0,23.0,15.0,18.0,0.0,0.0,,,5.0,,0.0,25.0,79.0,37.0,42.0,41.0,38.0,0.0,0.0,,,14.0,,0.0,49.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.407,0.43,0.31,
2019,cutten elementary,"Town, remote",0.4051,0.2857,0.5405,0.3,0.5128,,,,,0.1667,,,0.48,32.0,12.0,20.0,12.0,20.0,0.0,0.0,,0.0,3.0,,0.0,24.0,79.0,42.0,37.0,40.0,39.0,6.0,0.0,,0.0,18.0,,0.0,50.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4177,0.407,0.43,0.31
2015,cuyama joint unified,"Rural, remote",0.13,0.15,,,,,,,,0.17,,,,2.0,2.0,0.0,0.0,0.0,,0.0,,,2.0,,,0.0,16.0,13.0,3.0,6.0,10.0,,1.0,,,12.0,,,3.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,,,,
2016,cuyama joint unified,"Rural, remote",0.18,0.16,,,0.21,,,,,0.18,,,,4.0,3.0,0.0,0.0,3.0,,,,,3.0,,,0.0,22.0,19.0,3.0,8.0,14.0,,,,,17.0,,,5.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.13,,,
2017,cuyama joint unified,"Rural, remote",0.0556,0.0,,,,,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,18.0,16.0,0.0,0.0,0.0,,,,,14.0,,,0.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.18,0.13,,
2018,cuyama joint unified,"Rural, remote",0.15,0.1667,,,,,,,,0.125,,,,3.0,3.0,0.0,0.0,0.0,,,,,2.0,,0.0,0.0,20.0,18.0,0.0,0.0,0.0,,,,,16.0,,0.0,0.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.0556,0.18,0.13,
2019,cuyama joint unified,"Rural, remote",0.2778,0.1429,,,,,,,,0.2143,,,,5.0,2.0,0.0,0.0,0.0,,,,,3.0,,,0.0,18.0,14.0,4.0,10.0,8.0,,,,,14.0,,,4.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.15,0.0556,0.18,0.13
2015,cypress elementary,"Suburb, large",0.57,0.38,0.67,0.57,0.56,,0.81,0.5,0.59,0.37,,0.48,0.53,317.0,78.0,235.0,155.0,161.0,,137.0,7.0,24.0,68.0,0.0,12.0,63.0,556.0,199.0,357.0,273.0,283.0,,172.0,14.0,41.0,183.0,2.0,25.0,119.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
2016,cypress elementary,"Suburb, large",0.64,0.47,0.72,0.62,0.66,,0.86,0.47,0.81,0.45,,0.58,0.47,375.0,92.0,287.0,196.0,182.0,,183.0,7.0,30.0,69.0,0.0,21.0,59.0,587.0,195.0,392.0,311.0,276.0,,216.0,15.0,37.0,152.0,4.0,36.0,126.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.57,,,
2017,cypress elementary,"Suburb, large",0.639,0.4171,0.7446,0.6203,0.657,,0.8528,0.4118,0.6897,0.4336,,0.55,0.5821,347.0,73.0,274.0,165.0,182.0,,168.0,7.0,20.0,62.0,0.0,11.0,78.0,543.0,175.0,368.0,266.0,277.0,,197.0,17.0,29.0,143.0,0.0,20.0,134.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.64,0.57,,
2018,cypress elementary,"Suburb, large",0.6706,0.5169,0.7532,0.6584,0.6817,,0.8627,0.5,0.7143,0.4903,,0.6563,0.6096,397.0,107.0,290.0,185.0,212.0,,177.0,12.0,20.0,76.0,0.0,21.0,89.0,593.0,207.0,386.0,282.0,311.0,,205.0,24.0,28.0,155.0,0.0,32.0,146.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.639,0.64,0.57,
2019,cypress elementary,"Suburb, large",0.7242,0.5545,0.8278,0.7273,0.7212,,0.9021,0.6154,0.8077,0.4815,,0.7308,0.7477,386.0,112.0,274.0,192.0,194.0,,175.0,8.0,21.0,78.0,0.0,19.0,80.0,533.0,202.0,331.0,264.0,269.0,,194.0,13.0,26.0,162.0,4.0,26.0,107.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6706,0.639,0.64,0.57
2015,davis joint unified,"Suburb, small",0.64,0.34,0.74,0.64,0.65,,0.86,0.45,,0.37,,0.73,0.69,384.0,48.0,337.0,180.0,206.0,,81.0,5.0,0.0,48.0,0.0,36.0,212.0,599.0,143.0,456.0,282.0,317.0,,94.0,11.0,8.0,129.0,4.0,49.0,304.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
2016,davis joint unified,"Suburb, small",0.62,0.29,0.73,0.62,0.62,,0.84,0.33,,0.34,,0.78,0.67,395.0,45.0,352.0,190.0,210.0,0.0,91.0,7.0,0.0,52.0,0.0,35.0,201.0,638.0,156.0,482.0,305.0,333.0,2.0,109.0,21.0,4.0,153.0,5.0,45.0,299.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,,,
2017,davis joint unified,"Suburb, small",0.6546,0.3814,0.7287,0.6473,0.6619,,0.8958,0.25,,0.3894,,0.5833,0.6972,362.0,45.0,317.0,178.0,184.0,0.0,86.0,3.0,0.0,44.0,0.0,21.0,198.0,553.0,118.0,435.0,275.0,278.0,0.0,96.0,12.0,0.0,113.0,0.0,36.0,284.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.64,,
2018,davis joint unified,"Suburb, small",0.6683,0.4192,0.7624,0.6643,0.6718,,0.822,0.4444,,0.3972,,0.8846,0.7096,407.0,70.0,337.0,190.0,217.0,0.0,97.0,8.0,0.0,56.0,0.0,46.0,193.0,609.0,167.0,442.0,286.0,323.0,0.0,118.0,18.0,0.0,141.0,0.0,52.0,272.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6546,0.62,0.64,
2019,davis joint unified,"Suburb, small",0.6589,0.3377,0.7602,0.6489,0.6687,,0.8053,0.3529,,0.45,,0.6667,0.717,423.0,52.0,371.0,207.0,216.0,0.0,91.0,6.0,0.0,63.0,0.0,34.0,223.0,642.0,154.0,488.0,319.0,323.0,0.0,113.0,17.0,4.0,140.0,0.0,51.0,311.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6683,0.6546,0.62,0.64
2015,dehesa elementary,"Suburb, large",0.38,,0.44,,0.27,,,,,,,,0.64,8.0,0.0,7.0,0.0,3.0,0.0,,,0.0,0.0,,0.0,7.0,21.0,5.0,16.0,10.0,11.0,3.0,,,1.0,5.0,,1.0,11.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,
2016,dehesa elementary,"Suburb, large",0.25,0.2,,0.21,,,,,,,,,0.31,6.0,4.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,4.0,24.0,20.0,4.0,14.0,10.0,2.0,,1.0,,4.0,,4.0,13.0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.38,,,
2017,dehesa elementary,"Rural, fringe",0.5714,,0.6154,,0.5,,,,,,,,,12.0,0.0,8.0,0.0,7.0,0.0,,,0.0,0.0,,0.0,0.0,21.0,0.0,13.0,0.0,14.0,0.0,,,0.0,0.0,,0.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.25,0.38,,
2018,dehesa elementary,"Rural, fringe",0.625,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5714,0.25,0.38,
2019,dehesa elementary,"Rural, fringe",0.2667,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,15.0,7.0,8.0,7.0,8.0,0.0,,0.0,,4.0,,0.0,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.625,0.5714,0.25,0.38
2015,del mar union elementary,"City, large",0.83,0.65,0.84,0.83,0.83,,0.91,,,0.62,,0.91,0.82,556.0,24.0,531.0,276.0,276.0,,176.0,0.0,0.0,34.0,,29.0,312.0,670.0,37.0,633.0,333.0,337.0,,194.0,3.0,5.0,55.0,,32.0,381.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,
2016,del mar union elementary,"City, large",0.85,0.56,0.87,0.86,0.85,,0.94,,,0.61,,0.89,0.84,594.0,22.0,568.0,311.0,280.0,0.0,203.0,0.0,0.0,35.0,0.0,42.0,301.0,691.0,39.0,652.0,362.0,329.0,1.0,215.0,5.0,4.0,57.0,2.0,47.0,359.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,,,
2017,del mar union elementary,"City, large",0.8685,0.5435,0.8916,0.8571,0.8792,,0.9646,,,0.7429,,0.8293,0.8489,601.0,25.0,576.0,288.0,313.0,0.0,191.0,0.0,0.0,52.0,0.0,34.0,309.0,692.0,46.0,646.0,336.0,356.0,0.0,198.0,0.0,0.0,70.0,0.0,41.0,364.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.83,,
2018,del mar union elementary,"City, large",0.8239,0.5789,0.8473,0.8107,0.8363,,0.9318,,,0.5802,,0.6923,0.8233,539.0,33.0,506.0,257.0,282.0,0.0,206.0,,0.0,47.0,0.0,18.0,261.0,654.0,57.0,597.0,317.0,337.0,0.0,221.0,,0.0,81.0,0.0,26.0,317.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8685,0.85,0.83,
2019,del mar union elementary,"City, large",0.8489,0.4255,0.8835,0.8462,0.8516,,0.9333,,,0.5833,,0.8718,0.881,529.0,20.0,509.0,264.0,265.0,,182.0,0.0,0.0,49.0,,35.0,259.0,623.0,47.0,576.0,312.0,311.0,,195.0,7.0,0.0,84.0,,40.0,294.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8239,0.8685,0.85,0.83
2015,del norte county unified,"Town, remote",0.19,0.16,0.26,0.15,0.24,0.13,0.25,,,0.15,,,0.22,55.0,31.0,26.0,22.0,34.0,5.0,5.0,0.0,0.0,9.0,0.0,0.0,35.0,289.0,189.0,100.0,146.0,143.0,38.0,20.0,3.0,5.0,59.0,1.0,7.0,156.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,del norte county unified,"Town, remote",0.24,0.2,0.35,0.17,0.31,0.16,0.23,,,0.19,,,0.27,75.0,45.0,29.0,25.0,49.0,8.0,3.0,0.0,0.0,13.0,,0.0,44.0,309.0,225.0,84.0,149.0,160.0,51.0,13.0,2.0,5.0,68.0,,5.0,165.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19,,,
2017,del norte county unified,"Town, remote",0.2786,0.2021,0.4348,0.2662,0.2908,0.2895,0.0,,,0.15,,0.5,0.3267,78.0,38.0,40.0,37.0,41.0,11.0,0.0,0.0,0.0,9.0,,8.0,49.0,281.0,189.0,92.0,139.0,142.0,38.0,12.0,0.0,0.0,60.0,,16.0,151.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24,0.19,,
2018,del norte county unified,"Town, remote",0.3382,0.3088,0.4265,0.3191,0.3588,0.2292,0.3077,,,0.2778,,0.4,0.4132,92.0,63.0,29.0,45.0,47.0,11.0,4.0,0.0,0.0,20.0,,6.0,50.0,272.0,204.0,68.0,141.0,131.0,48.0,13.0,0.0,0.0,72.0,,15.0,121.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2786,0.24,0.19,
2019,del norte county unified,"Town, remote",0.3127,0.2421,0.5072,0.2679,0.3469,0.2,0.25,,,0.3115,,0.2632,0.352,81.0,46.0,35.0,30.0,51.0,7.0,4.0,0.0,0.0,19.0,,5.0,44.0,259.0,190.0,69.0,112.0,147.0,35.0,16.0,0.0,0.0,61.0,,19.0,125.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3382,0.2786,0.24,0.19
2015,delano union elementary,"Suburb, small",0.18,0.15,0.41,0.19,0.17,,,,0.35,0.15,,,0.17,161.0,123.0,30.0,80.0,82.0,0.0,0.0,0.0,29.0,118.0,0.0,0.0,2.0,895.0,821.0,74.0,417.0,478.0,2.0,1.0,3.0,82.0,786.0,3.0,6.0,12.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,delano union elementary,"Suburb, small",0.17,0.14,0.35,0.14,0.2,,,,0.32,0.15,,,0.18,138.0,106.0,37.0,61.0,87.0,0.0,0.0,0.0,24.0,114.0,,0.0,2.0,862.0,756.0,106.0,432.0,430.0,1.0,9.0,5.0,74.0,759.0,,2.0,11.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18,,,
2017,delano union elementary,"Suburb, small",0.2365,0.2145,0.4,0.209,0.2613,,,,0.4531,0.211,,,0.2353,189.0,151.0,38.0,79.0,110.0,0.0,0.0,0.0,29.0,149.0,,0.0,4.0,799.0,704.0,95.0,378.0,421.0,0.0,0.0,0.0,64.0,706.0,,0.0,17.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17,0.18,,
2018,delano union elementary,"Suburb, small",0.2955,0.2811,0.4286,0.2853,0.3046,,,,0.5821,0.266,,,,234.0,201.0,33.0,107.0,127.0,0.0,0.0,0.0,39.0,187.0,,0.0,0.0,792.0,715.0,77.0,375.0,417.0,0.0,0.0,0.0,67.0,703.0,,0.0,0.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2365,0.17,0.18,
2019,delano union elementary,"Suburb, small",0.406,0.3797,0.5066,0.4301,0.3812,,,,0.5556,0.3967,,,,298.0,221.0,77.0,160.0,138.0,,0.0,0.0,30.0,261.0,,0.0,0.0,734.0,582.0,152.0,372.0,362.0,,5.0,0.0,54.0,658.0,,6.0,7.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2955,0.2365,0.17,0.18
