Year,District,DistLocale,Total_ProficientPct,EconDisadv_ProficientPct,NotEconDisadv_ProficientPct,Female_ProficientPct,Male_ProficientPct,AIAN_ProficientPct,Asian_ProficientPct,Black_ProficientPct,Filipino_ProficientPct,Hisp_ProficientPct,NHPI_ProficientPct,TwoOrMore_ProficientPct,White_ProficientPct,Total_ProficientCount,EconDisadv_ProficientCount,NotEconDisadv_ProficientCount,Female_ProficientCount,Male_ProficientCount,AIAN_ProficientCount,Asian_ProficientCount,Black_ProficientCount,Filipino_ProficientCount,Hisp_ProficientCount,NHPI_ProficientCount,TwoOrMore_ProficientCount,White_ProficientCount,Total_Count,EconDisadv_Count,NotEconDisadv_Count,Female_Count,Male_Count,AIAN_Count,Asian_Count,Black_Count,Filipino_Count,Hisp_Count,NHPI_Count,TwoOrMore_Count,White_Count,Total_ProficientPct_missing,EconDisadv_ProficientPct_missing,NotEconDisadv_ProficientPct_missing,Female_ProficientPct_missing,Male_ProficientPct_missing,AIAN_ProficientPct_missing,Asian_ProficientPct_missing,Black_ProficientPct_missing,Filipino_ProficientPct_missing,Hisp_ProficientPct_missing,NHPI_ProficientPct_missing,TwoOrMore_ProficientPct_missing,White_ProficientPct_missing,Total_ProficientCount_missing,EconDisadv_ProficientCount_missing,NotEconDisadv_ProficientCount_missing,Female_ProficientCount_missing,Male_ProficientCount_missing,AIAN_ProficientCount_missing,Asian_ProficientCount_missing,Black_ProficientCount_missing,Filipino_ProficientCount_missing,Hisp_ProficientCount_missing,NHPI_ProficientCount_missing,TwoOrMore_ProficientCount_missing,White_ProficientCount_missing,Total_Count_missing,EconDisadv_Count_missing,NotEconDisadv_Count_missing,Female_Count_missing,Male_Count_missing,AIAN_Count_missing,Asian_Count_missing,Black_Count_missing,Filipino_Count_missing,Hisp_Count_missing,NHPI_Count_missing,TwoOrMore_Count_missing,White_Count_missing,Total_ProficientPct_lag1,Total_ProficientPct_lag2,Total_ProficientPct_lag3,Total_ProficientPct_lag4
2019,columbine elementary,"Rural, fringe",0.5714,,0.7692,,0.6364,,,,,0.5,,,,12.0,0.0,10.0,0.0,7.0,,,,,9.0,,0.0,0.0,21.0,8.0,13.0,10.0,11.0,,,,,18.0,,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.8,0.4545,0.54,0.3
2015,colusa unified,"Town, distant",0.32,0.23,0.57,0.37,0.25,,,,,0.27,,,0.53,26.0,14.0,12.0,17.0,9.0,0.0,0.0,,,17.0,,0.0,8.0,82.0,61.0,21.0,46.0,36.0,2.0,2.0,,,62.0,,1.0,15.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,
2016,colusa unified,"Town, distant",0.29,0.18,0.68,0.27,0.31,,,,,0.21,,,0.45,30.0,15.0,15.0,12.0,18.0,0.0,0.0,,,16.0,,0.0,10.0,104.0,82.0,22.0,45.0,59.0,4.0,1.0,,,76.0,,1.0,22.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.32,,,
2017,colusa unified,"Town, distant",0.3802,0.3125,0.5122,0.3704,0.3881,,,,,0.2987,,,0.5714,46.0,25.0,21.0,20.0,26.0,0.0,0.0,0.0,,23.0,,0.0,20.0,121.0,80.0,41.0,54.0,67.0,0.0,0.0,0.0,,77.0,,0.0,35.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.29,0.32,,
2018,colusa unified,"Town, distant",0.2903,0.2069,0.4865,0.3125,0.2667,,,,,0.2234,,,0.6471,36.0,18.0,18.0,20.0,16.0,0.0,0.0,0.0,,21.0,0.0,0.0,11.0,124.0,87.0,37.0,64.0,60.0,0.0,0.0,0.0,,94.0,0.0,0.0,17.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3802,0.29,0.32,
2019,colusa unified,"Town, distant",0.419,0.3913,0.6154,0.4727,0.36,,,,,0.4051,,,0.5,44.0,36.0,8.0,26.0,18.0,0.0,0.0,,,32.0,,,12.0,105.0,92.0,13.0,55.0,50.0,0.0,0.0,,,79.0,,,24.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.2903,0.3802,0.29,0.32
2015,compton unified,"Suburb, large",0.19,0.19,0.19,0.19,0.19,,,0.11,,0.21,0.23,,0.33,393.0,332.0,61.0,203.0,201.0,0.0,0.0,43.0,0.0,344.0,3.0,0.0,4.0,2069.0,1747.0,322.0,1014.0,1055.0,4.0,1.0,385.0,5.0,1641.0,13.0,6.0,12.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,compton unified,"Suburb, large",0.27,0.27,0.28,0.28,0.26,,,0.17,,0.29,,,0.19,537.0,499.0,39.0,272.0,253.0,0.0,0.0,57.0,0.0,469.0,0.0,0.0,3.0,1986.0,1847.0,139.0,972.0,1014.0,4.0,2.0,330.0,1.0,1619.0,8.0,2.0,16.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,,,
2017,compton unified,"Suburb, large",0.3217,0.3219,0.3188,0.3059,0.3373,,,0.2159,,0.3476,,,,598.0,554.0,44.0,283.0,315.0,0.0,,65.0,,528.0,0.0,0.0,0.0,1859.0,1721.0,138.0,925.0,934.0,0.0,,301.0,,1519.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.27,0.19,,
2018,compton unified,"Suburb, large",0.3638,0.3495,0.4878,0.3593,0.3682,,,0.2396,,0.3867,,0.5833,0.2308,721.0,621.0,100.0,351.0,370.0,0.0,0.0,75.0,0.0,623.0,0.0,7.0,3.0,1982.0,1777.0,205.0,977.0,1005.0,0.0,0.0,313.0,0.0,1611.0,0.0,12.0,13.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3217,0.27,0.19,
2019,compton unified,"Suburb, large",0.3838,0.3977,0.3061,0.3885,0.3796,,,0.2636,,0.4129,,,,619.0,544.0,75.0,296.0,323.0,0.0,,68.0,,543.0,0.0,0.0,0.0,1613.0,1368.0,245.0,762.0,851.0,0.0,,258.0,,1315.0,8.0,6.0,10.0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3638,0.3217,0.27,0.19
2015,conejo valley unified,"City, midsize",0.62,0.29,0.73,0.6,0.63,,0.84,0.71,0.75,0.29,,0.77,0.69,791.0,96.0,690.0,366.0,419.0,0.0,109.0,10.0,9.0,88.0,0.0,49.0,513.0,1275.0,330.0,945.0,610.0,665.0,4.0,130.0,14.0,12.0,305.0,2.0,64.0,744.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,conejo valley unified,"City, midsize",0.63,0.29,0.75,0.6,0.65,,0.9,,0.57,0.32,,0.82,0.72,784.0,97.0,698.0,364.0,427.0,0.0,112.0,0.0,8.0,113.0,0.0,54.0,498.0,1265.0,335.0,930.0,608.0,657.0,1.0,125.0,10.0,14.0,354.0,4.0,66.0,691.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,,,
2017,conejo valley unified,"City, midsize",0.6139,0.2913,0.7454,0.5766,0.6472,,0.8972,,,0.2924,,0.7759,0.7171,759.0,104.0,653.0,337.0,422.0,0.0,98.0,0.0,0.0,100.0,0.0,45.0,507.0,1235.0,359.0,876.0,583.0,652.0,0.0,109.0,0.0,0.0,342.0,0.0,58.0,707.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.62,,
2018,conejo valley unified,"City, midsize",0.6275,0.3771,0.7339,0.5978,0.6542,,0.9314,0.8421,,0.3493,,0.6912,0.7237,736.0,132.0,604.0,333.0,403.0,0.0,95.0,16.0,0.0,124.0,0.0,47.0,448.0,1173.0,350.0,823.0,557.0,616.0,0.0,102.0,19.0,0.0,355.0,0.0,68.0,619.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6139,0.63,0.62,
2019,conejo valley unified,"City, midsize",0.6148,0.3541,0.7284,0.595,0.6333,,0.9574,0.3571,,0.3821,,0.7167,0.7044,715.0,125.0,590.0,335.0,380.0,0.0,90.0,5.0,0.0,149.0,0.0,43.0,417.0,1163.0,353.0,810.0,563.0,600.0,0.0,94.0,14.0,8.0,390.0,0.0,60.0,592.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6275,0.6139,0.63,0.62
2015,corcoran joint unified,"Town, distant",0.12,0.12,0.18,0.15,0.09,,,,,0.12,,,0.13,34.0,27.0,3.0,20.0,12.0,,,0.0,0.0,28.0,,,2.0,265.0,248.0,17.0,128.0,137.0,,,8.0,1.0,240.0,,,16.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,
2016,corcoran joint unified,"Town, distant",0.1,0.09,0.15,0.04,0.16,,,,,0.11,,,,23.0,18.0,8.0,6.0,19.0,0.0,0.0,0.0,,26.0,,,0.0,254.0,200.0,54.0,137.0,117.0,2.0,1.0,8.0,,238.0,,,5.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.12,,,
2017,corcoran joint unified,"Town, distant",0.23,0.1975,0.3878,0.2113,0.2483,,,,,0.2337,,,0.25,66.0,47.0,19.0,30.0,36.0,0.0,,0.0,0.0,61.0,,,4.0,287.0,238.0,49.0,142.0,145.0,0.0,,0.0,0.0,261.0,,,16.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.1,0.12,,
2018,corcoran joint unified,"Town, distant",0.3179,0.2851,0.5263,0.3007,0.3358,,,,,0.305,,,,89.0,69.0,20.0,43.0,46.0,0.0,0.0,0.0,,79.0,,,0.0,280.0,242.0,38.0,143.0,137.0,0.0,0.0,0.0,,259.0,,,0.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.23,0.1,0.12,
2019,corcoran joint unified,"Town, distant",0.3053,0.2851,0.55,0.2993,0.312,,,,,0.2881,,,0.6923,80.0,69.0,11.0,41.0,39.0,0.0,0.0,0.0,0.0,68.0,,,9.0,262.0,242.0,20.0,137.0,125.0,0.0,0.0,8.0,0.0,236.0,,,13.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3179,0.23,0.1,0.12
2015,corning union elementary,"Town, distant",0.16,0.12,0.47,0.14,0.19,,,,,0.13,,,0.21,37.0,25.0,14.0,15.0,24.0,0.0,0.0,0.0,0.0,22.0,0.0,,15.0,235.0,205.0,30.0,110.0,125.0,3.0,2.0,4.0,1.0,152.0,2.0,,71.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
2016,corning union elementary,"Town, distant",0.23,0.21,0.33,0.22,0.23,,,,,0.21,,,0.26,51.0,41.0,13.0,26.0,27.0,0.0,0.0,0.0,,31.0,,0.0,19.0,234.0,195.0,39.0,116.0,118.0,9.0,3.0,2.0,,147.0,,1.0,72.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.16,,,
2017,corning union elementary,"Town, distant",0.2667,0.2487,0.3929,0.2672,0.2661,,,,,0.2113,,,0.3429,60.0,49.0,11.0,31.0,29.0,0.0,0.0,0.0,0.0,30.0,,0.0,24.0,225.0,197.0,28.0,116.0,109.0,0.0,0.0,0.0,0.0,142.0,,0.0,70.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23,0.16,,
2018,corning union elementary,"Town, distant",0.2937,0.2757,0.3947,0.2593,0.3333,,,,,0.25,,,0.3538,74.0,59.0,15.0,35.0,39.0,0.0,0.0,0.0,0.0,44.0,,,23.0,252.0,214.0,38.0,135.0,117.0,0.0,0.0,0.0,0.0,176.0,,,65.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2667,0.23,0.16,
2019,corning union elementary,"Town, distant",0.3333,0.3152,0.4615,0.3465,0.3211,,,,,0.3026,,,0.449,70.0,58.0,12.0,35.0,35.0,0.0,0.0,0.0,,46.0,0.0,0.0,22.0,210.0,184.0,26.0,101.0,109.0,4.0,0.0,0.0,,152.0,0.0,0.0,49.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2937,0.2667,0.23,0.16
2015,corona-norco unified,"City, midsize",0.38,0.24,0.5,0.37,0.38,0.25,0.65,0.3,0.62,0.27,0.31,0.49,0.48,1476.0,463.0,1052.0,714.0,763.0,4.0,220.0,64.0,82.0,581.0,5.0,37.0,498.0,3990.0,1927.0,2063.0,1984.0,2006.0,16.0,338.0,215.0,130.0,2154.0,16.0,76.0,1039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,corona-norco unified,"City, midsize",0.49,0.34,0.63,0.47,0.5,0.45,0.74,0.46,0.65,0.38,0.36,0.61,0.59,1908.0,659.0,1284.0,932.0,1017.0,5.0,285.0,105.0,82.0,765.0,4.0,39.0,621.0,3976.0,1938.0,2038.0,1982.0,1994.0,11.0,385.0,228.0,127.0,2066.0,11.0,64.0,1070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,,,
2017,corona-norco unified,"City, midsize",0.5248,0.3801,0.6547,0.5158,0.5335,0.7059,0.797,0.4118,0.7295,0.4214,0.5333,0.6867,0.6236,2077.0,712.0,1365.0,1011.0,1066.0,12.0,318.0,84.0,89.0,904.0,8.0,57.0,598.0,3958.0,1873.0,2085.0,1960.0,1998.0,17.0,399.0,204.0,122.0,2145.0,15.0,83.0,959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.38,,
2018,corona-norco unified,"City, midsize",0.5267,0.3839,0.6696,0.5115,0.5407,0.3684,0.7946,0.4038,0.7604,0.4156,0.7222,0.6557,0.657,2045.0,746.0,1299.0,956.0,1089.0,7.0,321.0,86.0,73.0,884.0,13.0,40.0,613.0,3883.0,1943.0,1940.0,1869.0,2014.0,19.0,404.0,213.0,96.0,2127.0,18.0,61.0,933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5248,0.49,0.38,
2019,corona-norco unified,"City, midsize",0.5409,0.3957,0.6685,0.5141,0.5672,0.4667,0.8333,0.3932,0.6771,0.4291,0.4545,0.7571,0.6627,2012.0,689.0,1323.0,948.0,1064.0,7.0,355.0,81.0,65.0,868.0,5.0,53.0,564.0,3720.0,1741.0,1979.0,1844.0,1876.0,15.0,426.0,206.0,96.0,2023.0,11.0,70.0,851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5267,0.5248,0.49,0.38
2015,coronado unified,"Suburb, large",0.71,,0.73,0.72,0.7,,,,,0.54,,0.71,0.78,138.0,0.0,136.0,65.0,74.0,,0.0,0.0,0.0,21.0,,10.0,100.0,195.0,8.0,187.0,90.0,105.0,,2.0,4.0,3.0,39.0,,14.0,131.0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,
2016,coronado unified,"Suburb, large",0.64,0.63,0.64,0.59,0.68,,,,,0.43,,0.7,0.7,119.0,12.0,106.0,52.0,66.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,81.0,185.0,19.0,166.0,88.0,97.0,1.0,6.0,1.0,4.0,35.0,2.0,20.0,116.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,,,
2017,coronado unified,"Suburb, large",0.6398,0.6,0.6464,0.5795,0.6829,,,,,0.575,,0.875,0.625,135.0,18.0,117.0,51.0,84.0,,0.0,0.0,0.0,23.0,0.0,14.0,90.0,211.0,30.0,181.0,88.0,123.0,,0.0,0.0,0.0,40.0,0.0,16.0,144.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.64,0.71,,
2018,coronado unified,"Suburb, large",0.7514,0.7,0.7576,0.7791,0.7273,,,,,0.6977,,,0.7459,139.0,14.0,125.0,67.0,72.0,,0.0,0.0,0.0,30.0,,0.0,91.0,185.0,20.0,165.0,86.0,99.0,,0.0,0.0,0.0,43.0,,0.0,122.0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6398,0.64,0.71,
2019,coronado unified,"Suburb, large",0.6491,0.2857,0.7203,0.6782,0.619,,,,,0.5366,,0.5,0.7579,111.0,8.0,103.0,59.0,52.0,0.0,0.0,0.0,0.0,22.0,,10.0,72.0,171.0,28.0,143.0,87.0,84.0,0.0,0.0,4.0,0.0,41.0,,20.0,95.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7514,0.6398,0.64,0.71
2015,cotati-rohnert park unified,"Suburb, large",0.32,0.24,0.41,0.33,0.31,,0.4,,,0.24,,0.46,0.38,131.0,50.0,81.0,69.0,64.0,0.0,6.0,0.0,0.0,44.0,,12.0,69.0,409.0,211.0,198.0,207.0,202.0,3.0,15.0,4.0,2.0,176.0,,26.0,183.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,cotati-rohnert park unified,"Suburb, large",0.4,0.25,0.54,0.37,0.43,,,,,0.27,,0.42,0.53,172.0,54.0,118.0,81.0,91.0,0.0,0.0,0.0,0.0,52.0,0.0,13.0,96.0,431.0,213.0,218.0,220.0,211.0,1.0,10.0,7.0,4.0,193.0,3.0,31.0,181.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,,,
2017,cotati-rohnert park unified,"Suburb, large",0.3318,0.2459,0.4421,0.3013,0.3659,,,0.2667,,0.2637,,0.3846,0.3931,144.0,60.0,84.0,69.0,75.0,0.0,0.0,4.0,0.0,53.0,0.0,10.0,68.0,434.0,244.0,190.0,229.0,205.0,0.0,0.0,15.0,0.0,201.0,0.0,26.0,173.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.32,,
2018,cotati-rohnert park unified,"Suburb, large",0.3688,0.3273,0.4185,0.3469,0.3894,,,,,0.266,,0.4839,0.4534,149.0,72.0,77.0,68.0,81.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,73.0,404.0,220.0,184.0,196.0,208.0,0.0,0.0,0.0,0.0,188.0,0.0,31.0,161.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3318,0.4,0.32,
2019,cotati-rohnert park unified,"Suburb, large",0.3675,0.2667,0.4731,0.3602,0.3744,,0.6667,,,0.2443,,0.5294,0.4676,140.0,52.0,88.0,67.0,73.0,0.0,8.0,0.0,0.0,43.0,0.0,18.0,65.0,381.0,195.0,186.0,186.0,195.0,0.0,12.0,5.0,0.0,176.0,0.0,34.0,139.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3688,0.3318,0.4,0.32
2015,covina-valley unified,"Suburb, large",0.27,0.22,0.43,0.23,0.32,,0.72,0.1,0.47,0.23,,,0.36,226.0,135.0,97.0,96.0,134.0,0.0,33.0,2.0,14.0,152.0,,0.0,24.0,837.0,612.0,225.0,418.0,419.0,4.0,46.0,21.0,30.0,661.0,,8.0,67.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2016,covina-valley unified,"Suburb, large",0.36,0.29,0.53,0.37,0.35,,0.74,0.31,0.56,0.32,,,0.46,283.0,165.0,115.0,133.0,146.0,0.0,32.0,8.0,15.0,193.0,0.0,0.0,33.0,786.0,569.0,217.0,371.0,415.0,5.0,43.0,26.0,27.0,603.0,1.0,7.0,71.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,,,
2017,covina-valley unified,"Suburb, large",0.3771,0.3165,0.5352,0.3459,0.406,,0.6316,0.3478,0.4444,0.3551,,,0.4412,290.0,176.0,114.0,128.0,162.0,0.0,24.0,8.0,8.0,212.0,0.0,0.0,30.0,769.0,556.0,213.0,370.0,399.0,0.0,38.0,23.0,18.0,597.0,0.0,0.0,68.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.27,,
2018,covina-valley unified,"Suburb, large",0.48,0.4212,0.6396,0.4767,0.4833,,0.775,0.1579,0.625,0.4548,,,0.5455,396.0,254.0,142.0,194.0,202.0,0.0,31.0,3.0,15.0,302.0,0.0,0.0,36.0,825.0,603.0,222.0,407.0,418.0,0.0,40.0,19.0,24.0,664.0,0.0,0.0,66.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3771,0.36,0.27,
2019,covina-valley unified,"Suburb, large",0.4858,0.4189,0.6555,0.4818,0.4895,,0.8,0.4706,0.8846,0.4296,,0.5455,0.6458,359.0,222.0,137.0,172.0,187.0,0.0,40.0,8.0,23.0,250.0,0.0,6.0,31.0,739.0,530.0,209.0,357.0,382.0,0.0,50.0,17.0,26.0,582.0,0.0,11.0,48.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.3771,0.36,0.27
2015,cucamonga elementary,"Suburb, large",0.18,0.17,0.23,0.17,0.19,,0.17,0.14,,0.17,,,0.24,49.0,34.0,17.0,23.0,26.0,0.0,2.0,5.0,0.0,34.0,0.0,0.0,4.0,274.0,201.0,73.0,135.0,139.0,1.0,12.0,37.0,5.0,198.0,1.0,3.0,17.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2016,cucamonga elementary,"Suburb, large",0.16,0.14,0.26,0.2,0.12,,0.3,0.18,,0.13,,,0.13,47.0,33.0,15.0,27.0,18.0,0.0,3.0,9.0,0.0,24.0,0.0,0.0,4.0,289.0,231.0,58.0,136.0,153.0,1.0,11.0,51.0,9.0,180.0,2.0,3.0,30.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,,,
2017,cucamonga elementary,"Suburb, large",0.2042,0.2111,0.1882,0.1844,0.2238,,,0.1556,,0.2083,,,0.28,58.0,42.0,16.0,26.0,32.0,,0.0,7.0,0.0,40.0,0.0,0.0,7.0,284.0,199.0,85.0,141.0,143.0,,0.0,45.0,0.0,192.0,0.0,0.0,25.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16,0.18,,
2018,cucamonga elementary,"Suburb, large",0.2615,0.2353,0.3291,0.25,0.2715,,0.6923,0.3,,0.19,,,0.5385,74.0,48.0,26.0,33.0,41.0,,9.0,9.0,0.0,38.0,0.0,0.0,14.0,283.0,204.0,79.0,132.0,151.0,,13.0,30.0,0.0,200.0,0.0,0.0,26.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2042,0.16,0.18,
2019,cucamonga elementary,"Suburb, large",0.2551,0.2402,0.2969,0.2056,0.2941,,,0.2273,,0.2456,,,0.3571,62.0,43.0,19.0,22.0,40.0,0.0,0.0,10.0,0.0,42.0,,0.0,5.0,243.0,179.0,64.0,107.0,136.0,0.0,5.0,44.0,6.0,171.0,,0.0,14.0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2615,0.2042,0.16,0.18
2015,culver city unified,"Suburb, large",0.52,0.28,0.65,0.47,0.58,,0.83,0.23,,0.38,,0.65,0.71,254.0,49.0,208.0,116.0,139.0,0.0,43.0,15.0,0.0,64.0,0.0,31.0,97.0,488.0,169.0,319.0,247.0,241.0,4.0,52.0,64.0,10.0,173.0,1.0,48.0,136.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
